Disease_Trait,Taxa_String,N_Unique_Sample,Taxa,N_Microbes,Compartment,Package,Model,pVal,R_Squared,Adj_R_Squared,x_Trait_Slope_95CI,Intercept_95CI,Parameters,Estimated_Parameter_95CI,AIC,AICc,Minimum_AIC,Minimum_AICc,Best_model
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Sphingomonadales___D_4__Sphingomonadaceae___D_5__Sphingobium,19,Sphingobium,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.077567062,0.181895776,0.013133471,0.000726367562134532 + 1.96038511413595 - -1.95961488586405,0.0824232668481989 + 2.01475405212153 - -1.90524594787847,"lambda=1,delta=1,kappa=ML",0.0213646607703933 -/+ 0.784856566223237,-37.99057345,-37.19057345,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Deltaproteobacteria___D_3__Desulfobacterales___D_4__Desulfobacteraceae___D_5__Desulfobacter,7,Desulfobacter,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.816618465,0.003461579,-0.058822073,0.0114304615104692 + 2.00848570216571 - -1.91151429783429,0.124417942926753 + 2.06997184946651 - -1.85002815053349,"lambda=1,delta=1,kappa=1",NA,-30.51581226,-29.71581226,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Deltaproteobacteria___D_3__Desulfobacterales___D_4__Desulfobacteraceae___D_5__Desulfobacter,7,Desulfobacter,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.927113748,0.000539445,-0.058822073,0.00397208171489608 + 2.00274324899754 - -1.91725675100246,0.137477207571139 + 1.97999173110316 - -1.94000826889684,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.929099500018543,-38.24201822,-37.44201822,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Deltaproteobacteria___D_3__Desulfobacterales___D_4__Desulfobacteraceae___D_5__Desulfobacter,7,Desulfobacter,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.842749422,0.002534402,-0.058822073,0.00956916160146399 + 2.00745971112696 - -1.91254028887304,0.123185488637527 + 2.0113500604985 - -1.9086499395015,"lambda=l,delta=ML,kappa=1",3 -/+ 1.20932642677385,-35.06166135,-34.26166135,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Deltaproteobacteria___D_3__Desulfobacterales___D_4__Desulfobacteraceae___D_5__Desulfobacter,7,Desulfobacter,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.731703983,0.007551307,-0.058822073,0.0134625695664945 + 1.9985843269816 - -1.9214156730184,0.124294559551422 + 2.02189123564042 - -1.89810876435958,"lambda=1,delta=1,kappa=ML",0.242344328461939 -/+ 0.948805777513257,-34.9106496,-34.1106496,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Alteromonadales___D_4__Pseudoalteromonadaceae___D_5__Pseudoalteromonas,15,Pseudoalteromonas,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.061423455,0.201849526,0.151965121,3.918833327,0.12982177442171 + 2.05805921019531 - -1.86194078980469,"lambda=1,delta=1,kappa=1",NA,-34.51164218,-33.71164218,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Alteromonadales___D_4__Pseudoalteromonadaceae___D_5__Pseudoalteromonas,15,Pseudoalteromonas,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.281992616,0.07190508,0.151965121,3.918811473,0.142124189115854 + 1.98173536093725 - -1.93826463906275,"lambda=ML,delta=1,kappa=1",0.0663027359567466 -/+ 0.986746153476634,-39.43977333,-38.63977333,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Alteromonadales___D_4__Pseudoalteromonadaceae___D_5__Pseudoalteromonas,15,Pseudoalteromonas,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.077908599,0.181518574,0.151965121,3.91882984,0.128404892896367 + 2.00560489712419 - -1.91439510287581,"lambda=l,delta=ML,kappa=1",3 -/+ 1.08180579677259,-38.62146656,-37.82146656,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Alteromonadales___D_4__Pseudoalteromonadaceae___D_5__Pseudoalteromonas,15,Pseudoalteromonas,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.164039407,0.117357134,0.151965121,3.918916743,0.128899590615359 + 2.02679401900882 - -1.89320598099118,"lambda=1,delta=1,kappa=ML",0.459741274543682 -/+ 1.17979657790678,-36.66978395,-35.86978395,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium,19,Aquabacterium,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.270849772,0.075188049,0.017387302,0.000512343516463918 + 1.96044921428772 - -1.95955078571228,0.0974775215795067 + 2.06859928829429 - -1.85140071170571,"lambda=1,delta=1,kappa=1",NA,-31.86036321,-31.06036321,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium,19,Aquabacterium,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.025610292,0.274566473,0.017387302,0.000930775539666888 + 1.96037823353354 - -1.95962176646646,0.0800631618446386 + 1.98847690994279 - -1.93152309005721,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.657662208454967,-44.0100506,-43.2100506,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium,19,Aquabacterium,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.208734979,0.0968497,0.017387302,0.000579986029269339 + 1.96044278042974 - -1.95955721957026,0.0919713834582659 + 2.01419994232059 - -1.90580005767941,"lambda=l,delta=ML,kappa=1",3 -/+ 1.33334882513133,-36.84957749,-36.04957749,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium,19,Aquabacterium,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.095710695,0.16380414,0.017387302,0.000799353049189549 + 1.96045151295369 - -1.95954848704631,0.0836947422500331 + 2.01558794873682 - -1.90441205126318,"lambda=1,delta=1,kappa=ML",0.0212974207165941 -/+ 0.81919449605976,-37.59662575,-36.79662575,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Cellvibrionales___D_4__Spongiibacteraceae___D_5__BD1_7_clade,11,clade,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.156553767,0.121364271,0.066449538,3.886409363,0.133640348463222 + 2.06297828730297 - -1.85702171269703,"lambda=1,delta=1,kappa=1",NA,-32.78232364,-31.98232364,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Cellvibrionales___D_4__Spongiibacteraceae___D_5__BD1_7_clade,11,clade,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.051268244,0.217170659,0.066449538,3.835524775,0.156939520677502 + 1.97881295584372 - -1.94118704415628,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.796675788189336,-42.63943571,-41.83943571,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Cellvibrionales___D_4__Spongiibacteraceae___D_5__BD1_7_clade,11,clade,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.159810722,0.119596795,0.066449538,3.884588578,0.133352800569267 + 2.00758467513085 - -1.91241532486915,"lambda=l,delta=ML,kappa=1",3 -/+ 1.20441284751629,-37.3087394,-36.5087394,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Cellvibrionales___D_4__Spongiibacteraceae___D_5__BD1_7_clade,11,clade,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.139458355,0.131312834,0.066449538,3.863515741,0.135055768941243 + 2.01587942737554 - -1.90412057262446,"lambda=1,delta=1,kappa=ML",0.181674672542728 -/+ 0.935454778468293,-37.27314249,-36.47314249,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,19,Endozoicomonas,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.020001928,0.294350939,0.250247872,0.000383511670419965 + 1.96014845002139 - -1.95985154997861,0.101051158554099 + 2.05272202357392 - -1.86727797642608,"lambda=1,delta=1,kappa=1",NA,-36.72886617,-35.92886617,model_d,model_d,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,19,Endozoicomonas,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.186063006,0.106594849,0.250247872,0.00031188693947111 + 1.960225732096 - -1.959774267904,0.119044477497104 + 1.98244556066044 - -1.93755443933956,"lambda=ML,delta=1,kappa=1",1e-06 -/+ NA,-40.26117747,-39.46117747,model_d,model_d,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,19,Endozoicomonas,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.031647538,0.257335585,0.250247872,0.000371728021624164 + 1.96015787439297 - -1.95984212560703,0.101964310439626 + 2.00452510552113 - -1.91547489447887,"lambda=l,delta=ML,kappa=1",3 -/+ 0.937688261827512,-40.37118218,-39.57118218,model_d,model_d,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,19,Endozoicomonas,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.062500304,0.200369508,0.250247872,0.00033573014127724 + 1.96016767148079 - -1.95983232851921,0.102835185575289 + 2.03117290012634 - -1.88882709987366,"lambda=1,delta=1,kappa=ML",0.596552198087065 -/+ 1.33929263274801,-37.8459563,-37.0459563,model_d,model_d,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Pseudomonadaceae___D_5__Pseudomonas,19,Pseudomonas,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.142890082,0.129218624,0.074794788,0.000481096728938431 + 1.96031222266231 - -1.95968777733769,0.0914864873605586 + 2.06492516686765 - -1.85507483313235,"lambda=1,delta=1,kappa=1",NA,-32.94395382,-32.14395382,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Pseudomonadaceae___D_5__Pseudomonas,19,Pseudomonas,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.013407974,0.325553053,0.074794788,0.000738399602777138 + 1.96026570178605 - -1.95973429821395,0.079356965745439 + 1.98614472512809 - -1.93385527487191,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.663043513897116,-45.32182629,-44.52182629,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Pseudomonadaceae___D_5__Pseudomonas,19,Pseudomonas,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.108063802,0.153326408,0.074794788,0.000522326645227282 + 1.96030685394817 - -1.95969314605183,0.0870500532386142 + 2.01150125243671 - -1.90849874756329,"lambda=l,delta=ML,kappa=1",3 -/+ 1.35398065352975,-38.01190472,-37.21190472,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Pseudomonadaceae___D_5__Pseudomonas,19,Pseudomonas,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.037154435,0.24410971,0.074794788,0.000645439182407515 + 1.96028394366955 - -1.95971605633045,0.0816901476082761 + 2.01106817795038 - -1.90893182204962,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.764464782458839,-39.33750704,-38.53750704,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Vibrio,19,Vibrio,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.25818961,0.079113869,0.021558486,3.918504533,0.135175090454094 + 2.06556537128245 - -1.85443462871754,"lambda=1,delta=1,kappa=1",NA,-31.93693571,-31.13693571,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Vibrio,19,Vibrio,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.208244825,0.097048048,0.021558486,3.917192863,0.154216673481025 + 1.98308864250177 - -1.93691135749823,"lambda=ML,delta=1,kappa=1",0.0284266254139602 -/+ 0.935113561519625,-40.01551684,-39.21551684,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Vibrio,19,Vibrio,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.254773225,0.080211282,0.021558486,3.918412137,0.134264907017342 + 2.00891056570365 - -1.91108943429635,"lambda=l,delta=ML,kappa=1",3 -/+ 1.2201076499888,-36.52098742,-35.72098742,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Vibrio,19,Vibrio,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.281581116,0.072023599,0.021558486,3.918096256,0.13789537384633 + 2.02083891415219 - -1.89916108584781,"lambda=1,delta=1,kappa=ML",0.255005940381603 -/+ 0.968735777665524,-36.11972343,-35.31972343,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Spirochaetes___D_2__Spirochaetia___D_3__Spirochaetales___D_4__Spirochaetaceae___D_5__Spirochaeta_2,18,2,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.040558261,0.2368258,0.189127412,3.913812464,0.142455742751914 + 2.05613573999172 - -1.86386426000828,"lambda=1,delta=1,kappa=1",NA,-35.31823711,-34.51823711,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Spirochaetes___D_2__Spirochaetia___D_3__Spirochaetales___D_4__Spirochaetaceae___D_5__Spirochaeta_2,18,2,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.207918843,0.097180243,0.189127412,3.915063421,0.150792891805322 + 1.98977127799529 - -1.93022872200471,"lambda=ML,delta=1,kappa=1",0.215173666540155 -/+ 0.9943476350465,-39.61019141,-38.81019141,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Spirochaetes___D_2__Spirochaetia___D_3__Spirochaetales___D_4__Spirochaetaceae___D_5__Spirochaeta_2,18,2,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.057396136,0.207613839,0.189127412,3.913985655,0.140197298031461 + 2.00543165613239 - -1.91456834386761,"lambda=l,delta=ML,kappa=1",3 -/+ 1.01379888743134,-39.20469993,-38.40469993,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Spirochaetes___D_2__Spirochaetia___D_3__Spirochaetales___D_4__Spirochaetaceae___D_5__Spirochaeta_2,18,2,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.124069931,0.141398641,0.189127412,3.914748277,0.139220535256022 + 2.02801912555288 - -1.89198087444712,"lambda=1,delta=1,kappa=ML",0.496395910373683 -/+ 1.25015243265438,-37.03411782,-36.23411782,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Mycoplasmatales___D_4__Mycoplasmataceae___D_5__Mycoplasma,9,Mycoplasma,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.164020366,0.117367083,0.062202526,3.906418758,0.128264038032612 + 2.06311100196457 - -1.85688899803543,"lambda=1,delta=1,kappa=1",NA,-32.70062173,-31.90062173,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Mycoplasmatales___D_4__Mycoplasmataceae___D_5__Mycoplasma,9,Mycoplasma,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.403345512,0.044026148,0.062202526,3.905955382,0.141248170454551 + 1.98138935770135 - -1.93861064229865,"lambda=ML,delta=1,kappa=1",0.0507834367756677 -/+ 0.965929403208327,-38.94109985,-38.14109985,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Mycoplasmatales___D_4__Mycoplasmataceae___D_5__Mycoplasma,9,Mycoplasma,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.189071923,0.105230176,0.062202526,3.906394312,0.126832782002445 + 2.00766473083465 - -1.91233526916535,"lambda=l,delta=ML,kappa=1",3 -/+ 1.14310210209443,-37.01738213,-36.21738213,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Mycoplasmatales___D_4__Mycoplasmataceae___D_5__Mycoplasma,9,Mycoplasma,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.324371894,0.060697239,0.062202526,3.907577435,0.127330585572171 + 2.02431209408354 - -1.89568790591646,"lambda=1,delta=1,kappa=ML",0.357140120672777 -/+ 1.07261565758717,-35.80899055,-35.00899055,model_l,model_l,
