Disease_Trait,Diversity_Trait,Filtered_column,Filtered_Value,N_Microbes,Compartment,Package,Model,pVal,R_Squared,Adj_R_Squared,x_Trait_Slope_95CI,Intercept_95CI,Parameters,Estimated_Parameter_95CI,AIC,AICc,Minimum_AIC,Minimum_AICc,
perc_bbd,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.369058798,0.203633698,0.004542123,0.162829396240168 + 2.12100317103919 - -1.79899682896081,0.111773527455939 + 1.98405781505118 - -1.93594218494882,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.962717205724967,-16.54776148,-12.54776148,,,
perc_bbd,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.576850232,0.084245414,-0.144693232,0.181035292081586 + 2.25843493927793 - -1.66156506072207,0.118321253967122 + 2.01998383860177 - -1.90001616139823,"lambda=l,delta=ML,kappa=1",3 -/+ 0.829093399328828,-12.03990684,-8.039906839,,,
perc_bbd,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.504602541,0.118206638,-0.102241702,0.118702784723057 + 2.12210387287772 - -1.79789612712228,0.129797989228089 + 2.00195420639424 - -1.91804579360576,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.766348513538624,-15.17757737,-11.17757737,Model_3l_AIC,Model_3l_AICc,
perc_wb,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.59926998,0.075082096,-0.15614738,0.21173014583104 + 2.33156611471577 - -1.58843388528423,0.115917464301236 + 2.0685635439681 - -1.8514364560319,"lambda=1,delta=1,kappa=1",NA,-8.721173602,-4.721173602,,,
perc_wb,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.369058798,0.203633698,0.004542123,0.162829396240168 + 2.12100317103919 - -1.79899682896081,0.111773527455939 + 1.98405781505118 - -1.93594218494882,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.962717205724967,-16.54776148,-12.54776148,,,
perc_wb,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.576850232,0.084245414,-0.144693232,0.181035292081586 + 2.25843493927793 - -1.66156506072207,0.118321253967122 + 2.01998383860177 - -1.90001616139823,"lambda=l,delta=ML,kappa=1",3 -/+ 0.829093399328828,-12.03990684,-8.039906839,,,
perc_wb,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.504602541,0.118206638,-0.102241702,0.118702784723057 + 2.12210387287772 - -1.79789612712228,0.129797989228089 + 2.00195420639424 - -1.91804579360576,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.766348513538624,-15.17757737,-11.17757737,Model_3l_AIC,Model_3l_AICc,
perc_dis,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.005372137,0.882740506,0.853425633,0.0134516196059167 + 1.96245133158835 - -1.95754866841165,0.930019502719799 + 1.9964497912292 - -1.9235502087708,"lambda=1,delta=1,kappa=1",NA,-21.48465987,-17.48465987,,,
perc_dis,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.181302191,0.395123646,0.243904558,0.00730981112701823 + 1.96452212906218 - -1.95547787093782,0.943091283480392 + 1.97313678821783 - -1.94686321178217,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.854524619647554,-27.47575289,-23.47575289,,,
perc_dis,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.008335096,0.854701049,0.818376311,0.0131426006487665 + 1.96270941441618 - -1.95729058558382,0.930799514368436 + 1.98131444859055 - -1.93868555140945,"lambda=l,delta=ML,kappa=1",3 -/+ 0.564288043439011,-23.97442337,-19.97442337,,,
perc_dis,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.151462133,0.43918275,0.298978438,0.007977945738458 + 1.96450763899399 - -1.95549236100601,0.942588842786953 + 1.98105407880044 - -1.93894592119956,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 1.15404271222918,-24.66504469,-20.66504469,Model_3l_AIC,Model_3l_AICc,
perc_bbd,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.756253547,0.026885198,-0.216393502,0.122835172498895 + 2.32950316427521 - -1.59049683572479,0.952402835565803 + 2.06796079468072 - -1.85203920531928,"lambda=1,delta=1,kappa=1",NA,-8.787983737,-4.787983737,,,
perc_bbd,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.858716842,0.008924544,-0.23884432,0.0157335579945701 + 2.04290052661034 - -1.87709947338966,0.957896378885639 + 1.97238736804973 - -1.94761263195027,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.67612672315374,-24.51315324,-20.51315324,,,
perc_bbd,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.820748173,0.014418809,-0.231976488,0.0695486278276274 + 2.24750147308483 - -1.67249852691517,0.95667478990281 + 2.01778626993547 - -1.90221373006453,"lambda=l,delta=ML,kappa=1",3 -/+ 0.953510570604453,-12.48779443,-8.487794434,,,
perc_bbd,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.822495423,0.014136411,-0.232329486,0.0233463720267997 + 2.05748285289589 - -1.86251714710411,0.961502568581446 + 1.98522959913104 - -1.93477040086896,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.346263394343844,-21.28030727,-17.28030727,Model_3l_AIC,Model_3l_AICc,
perc_wb,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.756253547,0.026885198,-0.216393502,0.122835172498895 + 2.32950316427521 - -1.59049683572479,0.952402835565803 + 2.06796079468072 - -1.85203920531928,"lambda=1,delta=1,kappa=1",NA,-8.787983737,-4.787983737,,,
perc_wb,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.858716842,0.008924544,-0.23884432,0.0157335579945701 + 2.04290052661034 - -1.87709947338966,0.957896378885639 + 1.97238736804973 - -1.94761263195027,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.67612672315374,-24.51315324,-20.51315324,,,
perc_wb,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.820748173,0.014418809,-0.231976488,0.0695486278276274 + 2.24750147308483 - -1.67249852691517,0.95667478990281 + 2.01778626993547 - -1.90221373006453,"lambda=l,delta=ML,kappa=1",3 -/+ 0.953510570604453,-12.48779443,-8.487794434,,,
perc_wb,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.822495423,0.014136411,-0.232329486,0.0233463720267997 + 2.05748285289589 - -1.86251714710411,0.961502568581446 + 1.98522959913104 - -1.93477040086896,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.346263394343844,-21.28030727,-17.28030727,Model_3l_AIC,Model_3l_AICc,
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.781069494,0.047930566,-0.42810415,8.10914719093533 + 27.5157255937574 - 23.5957255937574,1.39741134,"lambda=1,delta=1,kappa=1",NA,49.86371178,61.86371178,,,
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.746219684,0.064404449,-0.403393327,-1.228092699,36.6362614311905 + 37.6105205397672 - 33.6905205397672,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.790731297254586,42.0013144,54.0013144,,,
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.821692953,0.031793403,-0.452309896,6.26432688942717 + 26.40414923347 - 22.48414923347,3.35477012517872 + 101.169916418646 - 97.2499164186461,"lambda=l,delta=ML,kappa=1",3 -/+ 0.436492431746265,47.67539904,59.67539904,,,
perc_dis,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.938820273,0.001666179,-0.497500731,1.80334831186753 + 22.7638055126088 - 18.8438055126088,19.1797435501576 + 69.4812484008522 - 65.5612484008522,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.69111041273075,43.76858632,55.76858632,Model_3l_AIC,Model_3l_AICc,
perc_dis,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.829827448,0.028958698,-0.456561954,17.5998065627884 + 74.0246423895896 - 70.1046423895896,-7.517406981,"lambda=1,delta=1,kappa=1",NA,58.15732892,70.15732892,,,
perc_dis,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.648450598,0.123586982,-0.314619527,-16.92089515,102.601924260517 + 102.7965067172 - 98.8765067172004,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.79274733492913,50.31920809,62.31920809,,,
perc_dis,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.875867609,0.015408851,-0.476886724,12.2049696416396 + 70.9465691792429 - 67.0265691792429,5.81279252048357 + 281.951408042564 - 278.031408042564,"lambda=l,delta=ML,kappa=1",3 -/+ 0.434582111920558,55.9755666,67.9755666,,,
perc_dis,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.98360256,0.000641482,-0.499037778,2.557244277,50.9030371514673 + 192.666832124298 - 188.746832124298,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.697921901052746,52.07494632,64.07494632,Model_3l_AIC,Model_3l_AICc,
perc_dis,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.48836989,0.261765369,-0.107351946,0.846351846829588 + 2.96502545169611 - -0.954974548303886,4.3958194675796 + 7.67209033341268 - 3.75209033341268,"lambda=1,delta=1,kappa=1",NA,23.97692363,35.97692363,,,
perc_dis,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.53915935,0.212374104,-0.181438843,0.759274060642131 + 2.99393390824322 - -0.926066091756775,4.59912240639844 + 7.01283147917449 - 3.09283147917449,"lambda=ML,delta=1,kappa=1",0.951089970126488 -/+ NA,23.73496833,35.73496833,,,
perc_dis,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.483397639,0.266878,-0.099683,0.960635148299419 + 3.08583621384316 - -0.834163786156844,3.98641091805342 + 7.19134438990687 - 3.27134438990687,"lambda=l,delta=ML,kappa=1",1.83187075233976 -/+ 0.0638806146388925,23.82944567,35.82944567,,,
perc_dis,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.53101741,-0.285319608,-0.927979411,1.53289023199595 + 4.00127747019244 - 0.0812774701924428,9.75151294936191 + 7.48861530445228 - 3.56861530445228,"lambda=1,delta=1,kappa=ML",0.658915449362581 -/+ 1.83584493695626,26.69817303,38.69817303,Model_3l_AIC,Model_3l_AICc,
perc_dis,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.109224612,0.970851563,0.941703126,8.82528522474343 + 3.48918478329718 - -0.430815216702817,-7.030039301,"lambda=1,delta=1,kappa=1",NA,19.555487,Inf,,,
perc_dis,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.109224612,0.970851563,0.941703126,8.82528522474343 + 3.48918478329718 - -0.430815216702817,-7.030039301,"lambda=ML,delta=1,kappa=1",1 -/+ NA,19.555487,Inf,,,
perc_dis,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.483397639,0.266878,-0.099683,0.960635148299419 + 3.08583621384316 - -0.834163786156844,3.98641091805342 + 7.19134438990687 - 3.27134438990687,"lambda=l,delta=ML,kappa=1",1.83187075233976 -/+ 0.0638806146388925,23.82944567,35.82944567,,,
perc_dis,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Stress-tolerant,72549,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.03063143,0.998853676,0.997707353,9.14699148851092 + 2.4004541957891 - -1.5195458042109,#NAME?,"lambda=1,delta=1,kappa=ML",3 -/+ NA,18.58782505,Inf,Model_3k_AIC,Model_3d_AICc,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.074491426,0.260859446,0.19366485,497.857207422435 + 254.638731709347 - 250.718731709347,11.741259057805 + 100.241418044671 - 96.3214180446712,"lambda=1,delta=1,kappa=1",NA,159.4636271,160.6636271,,,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.791498961,0.006626336,-0.08368036,75.7075719207462 + 281.447609632436 - 277.527609632436,54.0867127102997 + 47.89216024422 - 43.97216024422,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.833538881252105,152.7873678,153.9873678,,,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.137466144,0.189167912,0.115455905,422.164114730269 + 265.487959545561 - 261.567959545561,16.8513731916924 + 58.7205512701847 - 54.8005512701847,"lambda=l,delta=ML,kappa=1",3 -/+ 0.808394933043268,156.2152003,157.4152003,,,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.395901474,0.066249453,-0.01863696,253.428674757872 + 288.829050325466 - 284.909050325466,51.8288771842686 + 80.1631017646615 - 76.2431017646615,"lambda=1,delta=1,kappa=ML",0.309036351876737 -/+ 2.01285998207582,158.4338572,159.6338572,Model_3l_AIC,Model_3l_AICc,
growth_rate_mm_per_year,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.095690694,0.198872309,0.137247102,255.243781817026 + 144.044665274201 - 140.124665274201,-2.072907503,"lambda=1,delta=1,kappa=1",NA,161.5182338,162.5182338,,,
growth_rate_mm_per_year,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.010645167,0.405822494,0.360116532,336.245785049619 + 114.803154592056 - 110.883154592056,-15.92653005,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.636197934561597,143.3309965,144.3309965,,,
growth_rate_mm_per_year,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.082182876,0.214401945,0.153971325,260.498048203573 + 140.25887179182 - 136.33887179182,-2.749657067,"lambda=l,delta=ML,kappa=1",3 -/+ 1.53582529808479,155.7062319,156.7062319,,,
growth_rate_mm_per_year,skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.035084868,0.298534605,0.244575729,330.622753939992 + 142.521650450146 - 138.601650450146,-8.074912737,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.394078958806545,149.7022515,150.7022515,Model_3l_AIC,Model_3l_AICc,
growth_rate_mm_per_year,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.008354589,0.401953008,0.359235366,2387.39554194528 + 780.248071102582 - 776.328071102582,-124.3581113,"lambda=1,delta=1,kappa=1",NA,225.8052483,226.7283253,,,
growth_rate_mm_per_year,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.013130148,0.365374738,0.320044362,1706.00495299182 + 602.864821969878 - 598.944821969878,-65.20709511,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.407647381469648,208.1440643,209.0671412,,,
growth_rate_mm_per_year,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.009744902,0.389696766,0.346103678,2294.16046673177 + 769.267085801256 - 765.347085801256,-113.5014248,"lambda=l,delta=ML,kappa=1",3 -/+ 1.444799707484,220.382519,221.3055959,,,
growth_rate_mm_per_year,tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.048329973,0.250480739,0.196943649,1871.75615553875 + 867.305386521309 - 863.385386521309,-63.72983341,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.679815367452832,218.4227133,219.3457902,Model_3l_AIC,Model_3l_AICc,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.017501136,0.322046151,0.276849227,805.098233526155 + 303.568969984136 - 299.648969984136,-25.64616497,"lambda=1,delta=1,kappa=1",NA,212.4640498,213.3211926,,,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.148756325,0.133805583,0.076059289,380.343549037231 + 251.822452181075 - 247.902452181075,13.3025384752372 + 40.7736071763112 - 36.8536071763112,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.588598795927521,198.442,199.2991429,,,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.027057235,0.285749561,0.238132865,731.642622581018 + 300.626037525937 - 296.706037525937,-20.1668451,"lambda=l,delta=ML,kappa=1",3 -/+ 1.30892493185436,207.5707747,208.4279176,,,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,NA,NA,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.223472169,0.097071504,0.036876271,368.365128791752 + 292.037258157347 - 288.117258157347,33.0768730260023 + 73.5163010357738 - 69.5963010357738,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.813498896783797,207.0015127,207.8586556,Model_3l_AIC,Model_3l_AICc,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.018813361,0.407809925,0.353974464,634.656598534345 + 232.551940154778 - 228.631940154778,-22.1597887,"lambda=1,delta=1,kappa=1",NA,154.827791,156.027791,,,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.29774077,0.09796955,0.015966782,231.480420190793 + 213.739033034007 - 209.819033034007,13.04183282781 + 32.3613114504076 - 28.4413114504076,"lambda=ML,delta=1,kappa=1",0.00977776101130025 -/+ 0.667097902589574,144.4842576,145.6842576,,,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas,functional_group_sensu_darling,Exclude Weedy,213570,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.030035609,0.360468145,0.302328885,578.271146877863 + 234.19775591291 - 230.27775591291,-22.02531313,"lambda=l,delta=ML,kappa=1",3 -/+ 1.00636474629965,150.9664229,152.1664229,,,
